0;447.24072265625
1;350.607421875
2;344.303466796875
3;335.260498046875
4;349.4248046875
5;334.802734375
6;332.5732421875
7;335.6748046875
8;330.518798828125
9;340.58642578125
10;353.490234375
11;378.095703125
12;355.901123046875
13;339.842529296875
14;344.326416015625
0;535.161865234375
1;532.952392578125
2;526.55322265625
3;528.939208984375
4;517.33935546875
5;514.582763671875
6;509.295654296875
7;504.06787109375
8;522.689697265625
9;513.954833984375
10;508.23779296875
11;513.96923828125
12;530.20947265625
13;530.376708984375
14;531.276611328125
0;887.4287109375
1;897.453857421875
2;881.561767578125
3;871.96630859375
4;882.849365234375
5;906.744873046875
6;905.2412109375
7;927.212158203125
8;918.5146484375
9;929.87939453125
10;925.666259765625
11;916.209228515625
12;919.21240234375
13;901.32568359375
14;916.008056640625
0;1721.778076171875
1;1801.688232421875
2;1743.673583984375
3;1749.9013671875
4;1733.422119140625
5;1697.9423828125
6;1771.748779296875
7;1732.6201171875
8;1715.00390625
9;1749.0107421875
10;1703.90673828125
11;1896.0205078125
12;1838.667236328125
13;1732.5576171875
14;1721.591064453125
0;3409.345703125
1;3432.557373046875
2;3427.552978515625
3;3459.568115234375
4;3443.400634765625
5;3444.9453125
6;3442.239990234375
7;3397.504638671875
8;3405.035400390625
9;3428.345703125
10;3437.68798828125
11;3502.82568359375
12;3447.3662109375
13;3482.8876953125
14;3494.021484375
0;7897.41064453125
1;7374.48486328125
2;7413.678466796875
3;7293.230224609375
4;7311.487060546875
5;7340.113037109375
6;7342.4296875
7;7376.535400390625
8;7532.933837890625
9;7340.304931640625
10;7632.7529296875
11;7353.043701171875
12;7297.607421875
13;7352.256103515625
14;7361.69873046875
