0;2579.575439453125
1;2391.037841796875
2;2211.1533203125
3;2293.691162109375
4;2117.05419921875
5;2103.009765625
6;2173.110107421875
7;2111.15185546875
8;2189.25537109375
9;2394.626953125
10;2307.088623046875
11;2299.25830078125
12;2299.955810546875
13;2206.291748046875
14;2295.2724609375
15;2212.9140625
16;2298.110107421875
17;2191.981201171875
18;2196.971435546875
19;2199.1044921875
20;2288.82958984375
21;2216.354248046875
22;2194.35693359375
23;2198.417236328125
24;2393.042236328125
25;2206.180419921875
26;2203.49853515625
27;2284.643798828125
28;2213.5234375
29;2302.568603515625
30;2286.409912109375
31;2293.328857421875
32;2212.88427734375
33;2204.1025390625
34;2287.9033203125
35;2213.609375
36;2303.796630859375
37;2197.540771484375
38;2204.717529296875
39;2197.059814453125
40;2284.4453125
41;2294.632568359375
42;2308.27197265625
43;2299.16015625
44;2302.65625
45;2307.2099609375
46;2295.422607421875
47;2295.50732421875
48;2205.436767578125
49;2192.81201171875
50;2289.8203125
51;2321.63525390625
52;2287.48046875
53;2291.250244140625
54;2216.705322265625
55;2287.96533203125
56;2309.8115234375
57;2285.465576171875
58;2209.37255859375
59;2293.68212890625
60;2303.638671875
61;2201.78857421875
62;2209.0341796875
63;2198.716796875
64;2286.393798828125
65;2208.40380859375
66;2197.479248046875
67;2206.843017578125
68;2296.41845703125
69;2297.71044921875
70;2202.9912109375
71;2196.617431640625
72;2289.727783203125
73;2210.036376953125
74;2202.271240234375
75;2201.5166015625
76;2201.163818359375
77;2285.611328125
78;2209.48779296875
79;2293.257080078125
80;2296.668701171875
81;2216.82177734375
82;2300.24072265625
83;2298.378662109375
84;2302.39794921875
85;2380.095703125
86;2599.376220703125
87;2304.167236328125
88;2299.673828125
89;2207.369384765625
90;2197.36572265625
91;2303.47265625
92;2393.50439453125
93;2310.10302734375
94;2285.395263671875
95;2215.37451171875
96;2278.830810546875
97;2225.804931640625
98;2190.19189453125
99;2204.474609375
